state,county,biden_county_votes,trump_county_votes,total_county_votes,county_winner,biden_county_percent,trump_county_percent
Maine,Fort Kent,1069,1141,2266,trump,0.471756398940865,0.503530450132392
Maine,Frankfort,220,441,680,trump,0.323529411764706,0.648529411764706
Maine,Franklin,381,459,861,trump,0.442508710801394,0.533101045296167
Maine,Franklin Cty Townships,0,0,0,,,
Maine,Freedom,201,236,469,trump,0.428571428571429,0.50319829424307
Maine,Freeport,4327,1675,6184,biden,0.69970892626132,0.270860284605433
Maine,Frenchboro,12,19,31,trump,0.387096774193548,0.612903225806452
Maine,Frenchville,235,361,603,trump,0.38971807628524,0.598673300165838
Maine,Friendship,309,477,799,trump,0.386733416770964,0.596996245306633
Maine,Frye Island,38,19,57,biden,0.666666666666667,0.333333333333333
Maine,Fryeburg,1060,813,1937,biden,0.547237996902426,0.419721218378937
Maine,Gardiner,1694,1471,3278,biden,0.516778523489933,0.448749237339841
Maine,Garfield Plt.,0,0,0,,,
Maine,Garland,177,409,605,trump,0.292561983471074,0.67603305785124
Maine,Georgetown,525,294,839,biden,0.625744934445769,0.350417163289631
Maine,Gilead,0,0,0,,,
Maine,Glenburn,1108,1612,2815,trump,0.39360568383659,0.572646536412078
Maine,Glenwood Plt.,0,0,0,,,
Maine,Gorham,6460,4275,11107,biden,0.581615197623121,0.384892410191771
Maine,Gouldsboro,477,612,1121,trump,0.425512934879572,0.545941123996432
Maine,Grand Isle,107,119,232,trump,0.461206896551724,0.512931034482759
Maine,Grand Lake Stream Plt,37,60,98,trump,0.377551020408163,0.612244897959184
Maine,Gray,2653,2557,5390,biden,0.492207792207792,0.474397031539889
Maine,Great Pond,18,25,43,trump,0.418604651162791,0.581395348837209
Maine,Greenbush,193,499,717,trump,0.269177126917713,0.695955369595537
Maine,Greene,914,1663,2640,trump,0.346212121212121,0.629924242424242
Maine,Greenville,486,644,1156,trump,0.420415224913495,0.557093425605536
Maine,Greenwood,278,242,533,biden,0.521575984990619,0.454033771106942
Maine,Guilford,248,466,734,trump,0.337874659400545,0.634877384196185
Maine,Hallowell,1277,445,1797,biden,0.710628825820812,0.247634947134112
Maine,Hamlin,0,0,0,,,
Maine,Hammond,0,0,0,,,
Maine,Hampden,2451,2265,4930,biden,0.497160243407708,0.459432048681542
Maine,Hancock,659,778,1486,trump,0.443472409152086,0.523553162853297
Maine,Hancock Cty Townships,0,0,0,,,
Maine,Hanover,101,92,198,biden,0.51010101010101,0.464646464646465
Maine,Harmony,0,0,0,,,
Maine,Harpswell,2379,1423,3884,biden,0.612512873326468,0.366374871266735
Maine,Harrington,168,363,538,trump,0.312267657992565,0.674721189591078
Maine,Harrison,741,796,1574,trump,0.470775095298602,0.50571791613723
Maine,Hartford,278,428,724,trump,0.383977900552486,0.591160220994475
Maine,Hartland,266,610,899,trump,0.295884315906563,0.67853170189099
Maine,Haynesville,0,0,0,,,
Maine,Hebron,323,427,778,trump,0.415167095115681,0.548843187660668
Maine,Hermon,1447,2427,3965,trump,0.364943253467844,0.612105926860025
Maine,Hersey,8,33,42,trump,0.19047619047619,0.785714285714286
Maine,Highland Plt.,42,71,116,trump,0.362068965517241,0.612068965517241
Maine,Hiram,373,528,928,trump,0.401939655172414,0.568965517241379
Maine,Hodgdon,113,613,740,trump,0.152702702702703,0.828378378378378
Maine,Holden,871,1200,2125,trump,0.409882352941176,0.564705882352941
Maine,Hollis,1268,1535,2895,trump,0.437996545768567,0.530224525043178
Maine,Hope,653,443,1117,biden,0.584601611459266,0.396598030438675
Maine,Houlton,1046,1639,2740,trump,0.381751824817518,0.598175182481752
Maine,Howland,221,390,643,trump,0.343701399688958,0.606531881804043
Maine,Hudson,120,484,611,trump,0.196399345335516,0.792144026186579
Maine,Indian Township Vtng Dst,0,0,0,,,
Maine,Industry,232,253,504,trump,0.46031746031746,0.501984126984127
Maine,Island Falls,132,306,450,trump,0.293333333333333,0.68
Maine,Isle Au Haut,0,0,0,,,
Maine,Islesboro,309,120,445,biden,0.69438202247191,0.269662921348315
Maine,Jackman,0,0,0,,,
Maine,Jackson,134,191,338,trump,0.396449704142012,0.56508875739645
Maine,Jay,1220,1375,2688,trump,0.453869047619048,0.511532738095238
Maine,Jefferson,679,951,1691,trump,0.40153755174453,0.562389118864577
Maine,Jonesboro,0,0,0,,,
Maine,Jonesport,243,447,712,trump,0.341292134831461,0.627808988764045
Maine,Kenduskeag,242,514,770,trump,0.314285714285714,0.667532467532468
Maine,Kennebunk,5368,2682,8280,biden,0.648309178743961,0.323913043478261
Maine,Kennebunkport,1777,926,2781,biden,0.638978784609853,0.332973750449479
Maine,Kingfield,407,444,888,trump,0.458333333333333,0.5
Maine,Kingsbury Plt.,0,0,0,,,
Maine,Kittery,4418,1809,6412,biden,0.689020586400499,0.282127261384903
Maine,Knox,415,540,1003,trump,0.413758723828514,0.538384845463609
Maine,LaGrange,0,0,0,,,
Maine,Lake View Plt.,0,0,0,,,
Maine,Lakeville,0,0,0,,,
Maine,Lamoine,616,576,1211,biden,0.508670520231214,0.475639966969447
Maine,Lebanon,1232,2178,3529,trump,0.349107395862851,0.617172003400397
Maine,Lee,140,350,508,trump,0.275590551181102,0.688976377952756
Maine,Leeds,505,818,1362,trump,0.370778267254038,0.600587371512482
Maine,Levant,477,1149,1678,trump,0.284266984505364,0.684743742550656
Maine,Lewiston,9578,7206,17321,biden,0.552970382772357,0.416026788291669
Maine,Liberty,265,308,591,trump,0.44839255499154,0.521150592216582
Maine,Limerick,813,948,1849,trump,0.439697133585722,0.512709572742023
Maine,Limestone,325,423,765,trump,0.42483660130719,0.552941176470588
Maine,Limington,856,1357,2298,trump,0.372497824194952,0.590513489991297
Maine,Lincoln,813,1723,2596,trump,0.313174114021572,0.663713405238829
Maine,Lincoln Plt.,0,0,0,,,
Maine,Lincolnville,1059,548,1651,biden,0.641429436705027,0.331920048455482
Maine,Linneus,93,411,508,trump,0.183070866141732,0.809055118110236
Maine,Lisbon,2190,2853,5298,trump,0.413363533408834,0.538505096262741
Maine,Litchfield,850,1260,2177,trump,0.390445567294442,0.578778135048232
Maine,Littleton,141,381,531,trump,0.265536723163842,0.717514124293785
Maine,Livermore,573,783,1356,trump,0.422566371681416,0.577433628318584
Maine,Livermore Falls,540,809,1393,trump,0.387652548456569,0.580760947595118
Maine,Long Island,133,53,191,biden,0.696335078534031,0.277486910994764
Maine,Lovell,399,353,766,biden,0.52088772845953,0.460835509138381
Maine,Lowell,56,193,255,trump,0.219607843137255,0.756862745098039
Maine,Lubec,457,406,883,biden,0.517553793884485,0.459796149490374
Maine,Ludlow,0,0,0,,,
Maine,Lyman,1315,1537,2944,trump,0.446671195652174,0.522078804347826
Maine,Machias,395,461,893,trump,0.442329227323628,0.516237402015677
Maine,Machiasport,216,336,565,trump,0.382300884955752,0.594690265486726
Maine,Macwahoc Plt.,12,30,43,trump,0.27906976744186,0.697674418604651
Maine,Madawaska,1143,940,2112,biden,0.541193181818182,0.445075757575758
Maine,Madison,928,1411,2382,trump,0.389588581024349,0.592359361880772
Maine,Magalloway Plt.,0,0,0,,,
Maine,Manchester,832,810,1690,biden,0.492307692307692,0.479289940828402
Maine,Mapleton,406,726,1159,trump,0.35030198446937,0.626402070750647
Maine,Mariaville,0,0,0,,,
Maine,Mars Hill,222,511,742,trump,0.299191374663073,0.688679245283019
Maine,Marshfield,102,208,316,trump,0.322784810126582,0.658227848101266
Maine,Masardis,0,0,0,,,
Maine,Matinicus Isle Plt.,0,0,0,,,
Maine,Mattawamkeag,120,257,388,trump,0.309278350515464,0.662371134020619
Maine,Maxfield,0,0,0,,,
Maine,Mechanic Falls,650,989,1712,trump,0.379672897196262,0.57768691588785
Maine,Meddybemps,0,0,0,,,
Maine,Medford,46,112,164,trump,0.280487804878049,0.682926829268293
Maine,Medway,0,0,0,,,
Maine,Mercer,0,0,0,,,
Maine,Merrill,43,91,136,trump,0.316176470588235,0.669117647058823
Maine,Mexico,556,676,1271,trump,0.437450826121164,0.531864673485445
Maine,Milbridge,326,391,731,trump,0.445964432284542,0.534883720930233
Maine,Milford,861,922,1851,trump,0.46515397082658,0.498109130199892
Maine,Millinocket,1049,1310,2397,trump,0.437630371297455,0.546516478931998
Maine,Milo,410,781,1231,trump,0.33306255077173,0.634443541835906
Maine,Minot,676,1040,1789,trump,0.377864728898826,0.58133035215204
Maine,Monhegan Plt.,51,7,62,biden,0.82258064516129,0.112903225806452
Maine,Monmouth,1079,1397,2578,trump,0.418541505042669,0.54189294026377
Maine,Monroe,308,266,602,biden,0.511627906976744,0.441860465116279
Maine,Monson,173,289,475,trump,0.364210526315789,0.608421052631579
Maine,Monticello,96,335,434,trump,0.221198156682028,0.771889400921659
Maine,Montville,346,266,658,biden,0.525835866261398,0.404255319148936
Maine,Moose River,0,0,0,,,
Maine,Moro Plt.,0,0,0,,,
Maine,Morrill,242,355,611,trump,0.39607201309329,0.5810147299509
Maine,Moscow,74,194,274,trump,0.27007299270073,0.708029197080292
Maine,Mount Chase,39,81,122,trump,0.319672131147541,0.663934426229508
Maine,Mount Desert,1066,381,1488,biden,0.716397849462366,0.256048387096774
Maine,Mount Vernon,0,0,0,,,
Maine,Naples,1039,1389,2495,trump,0.416432865731463,0.556713426853707
Maine,Nashville Plt.,7,16,23,trump,0.304347826086957,0.695652173913043
Maine,New Canada,61,93,159,trump,0.383647798742138,0.584905660377358
Maine,New Gloucester,1720,1757,3599,trump,0.477910530702973,0.488191164212281
Maine,New Limerick,115,253,374,trump,0.307486631016043,0.676470588235294
Maine,New Portland,0,0,0,,,
Maine,New Sharon,391,528,956,trump,0.408995815899582,0.552301255230126
Maine,New Sweden,137,178,322,trump,0.425465838509317,0.552795031055901
Maine,New Vineyard,154,293,463,trump,0.332613390928726,0.632829373650108
Maine,Newburgh,366,599,994,trump,0.368209255533199,0.60261569416499
Maine,Newcastle,923,403,1377,biden,0.670297748729121,0.292665214233842
Maine,Newfield,362,575,963,trump,0.375908618899273,0.597092419522326
Maine,Newport,0,0,0,,,
Maine,Newry,163,119,296,biden,0.550675675675676,0.402027027027027
Maine,Nobleboro,729,559,1288,biden,0.565993788819876,0.434006211180124
Maine,Norridgewock,687,1128,1889,trump,0.363684489147697,0.597141344626787
Maine,North Berwick,1465,1557,3111,trump,0.470909675345548,0.500482160077146
Maine,North Haven,0,0,0,,,
Maine,North Yarmouth,1862,1018,2960,biden,0.629054054054054,0.343918918918919
Maine,Northfield,38,81,130,trump,0.292307692307692,0.623076923076923
Maine,Northport,670,408,1109,biden,0.60414788097385,0.367899008115419
Maine,Norway,1400,1363,2854,biden,0.490539593552908,0.477575332866153
Maine,Oakfield,0,0,0,,,
Maine,Oakland,1681,1853,3628,trump,0.463340683572216,0.510749724366042
Maine,Ogunquit,731,311,1058,biden,0.690926275992439,0.293950850661626
Maine,Old Orchrd Bch,3708,2368,6215,biden,0.596621078037007,0.381013676588898
Maine,Old Town,2365,1668,4259,biden,0.555294670110354,0.39164123033576
Maine,Orient,0,0,0,,,
Maine,Orland,691,693,1424,trump,0.485252808988764,0.486657303370786
Maine,Orono,3728,1200,5268,biden,0.707668944570995,0.227790432801822
Maine,Orrington,1089,1405,2562,trump,0.425058548009368,0.54839968774395
Maine,Osborn,0,0,0,,,
Maine,Otis,153,323,484,trump,0.316115702479339,0.667355371900826
Maine,Otisfield,535,605,1171,trump,0.456874466268147,0.51665243381725
Maine,Owl's Head,584,454,1065,biden,0.548356807511737,0.426291079812207
Maine,Oxbow Plt.,0,0,0,,,
Maine,Oxford,807,1456,2325,trump,0.347096774193548,0.626236559139785
Maine,Oxford Cty Townships,0,0,0,,,
Maine,Palermo,381,537,939,trump,0.405750798722045,0.571884984025559
Maine,Palmyra,325,800,1155,trump,0.281385281385281,0.692640692640693
Maine,Paris,1280,1494,2884,trump,0.443828016643551,0.518030513176144
Maine,Parkman,148,333,491,trump,0.30142566191446,0.678207739307536
Maine,Parsonsfield,469,564,1066,trump,0.439962476547842,0.529080675422139
Maine,Passadumkeag,0,0,0,,,
Maine,Patten,0,0,0,,,
Maine,Pembroke,0,0,0,,,
Maine,Penobscot,512,306,851,biden,0.601645123384254,0.35957696827262
Maine,Penobscot Cty Townships,0,0,0,,,
Maine,Penobscot Nation Vot Dst,0,0,0,,,
Maine,Perham,0,0,0,,,
Maine,Perry,0,0,0,,,
Maine,Peru,322,561,909,trump,0.354235423542354,0.617161716171617
Maine,Phillips,0,0,0,,,
Maine,Phippsburg,794,745,1570,biden,0.505732484076433,0.474522292993631
Maine,Piscataquis Cty Townshps,26,61,87,trump,0.298850574712644,0.701149425287356
Maine,Pittsfield,817,1156,2042,trump,0.400097943192948,0.566111655239961
Maine,Pittston,691,1034,1778,trump,0.388638920134983,0.581552305961755
Maine,Pleasant Point Votng Dst,0,0,0,,,
Maine,Pleasant Ridge Plt.,0,0,0,,,
Maine,Plymouth,230,505,745,trump,0.308724832214765,0.677852348993289
Maine,Poland,1513,1906,3519,trump,0.429951690821256,0.541631145211708
Maine,Portage Lake,99,160,265,trump,0.373584905660377,0.60377358490566
Maine,Porter,328,521,875,trump,0.374857142857143,0.595428571428571
Maine,Portland,33784,6483,41532,biden,0.813445054415872,0.156096503900607
Maine,Pownal,685,489,1206,biden,0.567993366500829,0.40547263681592
Maine,Presque Isle,1849,2266,4229,trump,0.43721920075668,0.535824071884606
Maine,Princeton,118,340,468,trump,0.252136752136752,0.726495726495726
Maine,Prospect,170,242,423,trump,0.401891252955083,0.57210401891253
Maine,Randolph,467,533,1029,trump,0.453838678328474,0.517978620019436
Maine,Rangeley,294,449,761,trump,0.386333771353482,0.590013140604468
Maine,Rangeley Plt.,57,86,145,trump,0.393103448275862,0.593103448275862
Maine,Raymond,1589,1472,3142,biden,0.505728835136856,0.468491406747295
Maine,Readfield,943,818,1820,biden,0.518131868131868,0.449450549450549
Maine,Reed Plt.,0,0,0,,,
Maine,Richmond,934,1056,2076,trump,0.44990366088632,0.508670520231214
Maine,Ripley,100,195,302,trump,0.33112582781457,0.645695364238411
Maine,Robbinston,0,0,0,,,
Maine,Rockland,2493,1363,3965,biden,0.62875157629256,0.3437578814628
Maine,Rockport,1694,776,2530,biden,0.669565217391304,0.306719367588933
Maine,Rome,340,350,713,trump,0.476858345021038,0.490883590462833
Maine,Roque Bluffs,0,0,0,,,
Maine,Roxbury,0,0,0,,,
Maine,Rumford,1275,1502,2863,trump,0.445337059028991,0.524624519734544
Maine,Sabattus,1034,1765,2878,trump,0.359277275886032,0.613273106323836
Maine,Saco,7794,4497,12656,biden,0.615834386852086,0.355325537294564
Maine,Saint Agatha,292,334,637,trump,0.45839874411303,0.524332810047096
Maine,Sandy River Plt.,0,0,0,,,
Maine,Sanford,5382,5176,10958,biden,0.491148019711626,0.472348968789925
Maine,Sangerville,255,479,753,trump,0.338645418326693,0.636122177954847
Maine,Scarborough,9487,5217,15057,biden,0.630072391578668,0.346483363219765
Maine,Searsmont,430,481,937,trump,0.458911419423693,0.513340448239061
Maine,Searsport,843,721,1608,biden,0.524253731343284,0.448383084577114
Maine,Sebago,529,719,1277,trump,0.41425215348473,0.563038371182459
Maine,Sebec,117,305,428,trump,0.273364485981308,0.712616822429907
Maine,Seboeis Plt.,22,19,41,biden,0.536585365853659,0.463414634146341
Maine,Sedgwick,511,321,843,biden,0.606168446026097,0.380782918149466
Maine,Shapleigh,704,1034,1788,trump,0.393736017897092,0.578299776286353
Maine,Sherman,157,497,665,trump,0.23609022556391,0.747368421052632
Maine,Shirley,0,0,0,,,
Maine,Sidney,1184,1688,2962,trump,0.399729912221472,0.569885212694126
Maine,Skowhegan,1876,2215,4197,trump,0.446985942339767,0.527757922325471
Maine,Smithfield,269,342,627,trump,0.42902711323764,0.545454545454545
Maine,Smyrna,46,111,157,trump,0.292993630573248,0.707006369426752
Maine,Solon,243,365,623,trump,0.390048154093098,0.585874799357945
Maine,Somerset Cty Townships,0,0,0,,,
Maine,Somerville,131,213,357,trump,0.366946778711485,0.596638655462185
Maine,Sorrento,0,0,0,,,
Maine,South Berwick,2748,1734,4663,biden,0.58932018014154,0.37186360711988
Maine,South Bristol,429,261,716,biden,0.599162011173184,0.364525139664804
Maine,South Portland,12075,3781,16364,biden,0.737900268882914,0.231055976533855
Maine,South Thomaston,574,403,997,biden,0.575727181544634,0.404212637913741
Maine,Southport,306,173,491,biden,0.623217922606925,0.35234215885947
Maine,Southwest Harbor,728,381,1137,biden,0.64028144239226,0.33509234828496
Maine,Springfield,0,0,0,,,
Maine,St. Albans,0,0,0,,,
Maine,St. Francis,0,0,0,,,
Maine,St. George,1108,660,1811,biden,0.611816675869685,0.364439536167863
Maine,St. John Plt.,63,104,171,trump,0.368421052631579,0.608187134502924
Maine,Stacyville,0,0,0,,,
Maine,Standish,2818,3076,6202,trump,0.45436955820703,0.495969042244437
Maine,Starks,137,237,381,trump,0.359580052493438,0.622047244094488
Maine,Stetson,0,0,0,,,
Maine,Steuben,245,409,668,trump,0.366766467065868,0.612275449101796
Maine,Stockholm,70,86,160,trump,0.4375,0.5375
Maine,Stockton Springs,529,508,1065,biden,0.496713615023474,0.476995305164319
Maine,Stoneham,0,0,0,,,
Maine,Stonington,409,220,646,biden,0.63312693498452,0.340557275541796
Maine,Stow,0,0,0,,,
Maine,Strong,266,526,816,trump,0.325980392156863,0.644607843137255
Maine,Sullivan,0,0,0,,,
Maine,Sumner,206,324,553,trump,0.37251356238698,0.585895117540687
Maine,Surry,596,464,1091,biden,0.546287809349221,0.425297891842346
Maine,Swan's Island,132,129,266,biden,0.496240601503759,0.484962406015038
Maine,Swanville,339,454,826,trump,0.410411622276029,0.549636803874092
Maine,Sweden,0,0,0,,,
Maine,Talmadge,0,0,0,,,
Maine,Temple,172,155,336,biden,0.511904761904762,0.461309523809524
Maine,The Forks Plt.,0,0,0,,,
Maine,Thomaston,960,664,1668,biden,0.575539568345324,0.398081534772182
Maine,Thorndike,0,0,0,,,
Maine,Topsfield,24,100,124,trump,0.193548387096774,0.806451612903226
Maine,Topsham,3944,2390,6553,biden,0.601861742713261,0.364718449565085
Maine,Tremont,590,422,1043,biden,0.565675934803452,0.404602109300096
Maine,Trenton,509,451,987,biden,0.515704154002026,0.45694022289767
Maine,Troy,233,340,593,trump,0.3929173693086,0.573355817875211
Maine,Turner,1288,2052,3428,trump,0.375729288214702,0.598599766627771
Maine,Union,726,786,1561,trump,0.465086483023703,0.503523382447149
Maine,Unity,444,455,950,trump,0.467368421052632,0.478947368421053
Maine,Upton,0,0,0,,,
Maine,Van Buren,0,0,0,,,
Maine,Vanceboro,0,0,0,,,
Maine,Vassalboro,1075,1394,2553,trump,0.421073247160204,0.54602428515472
Maine,Veazie,645,522,1219,biden,0.529122231337162,0.428219852337982
Maine,Verona,0,0,0,,,
Maine,Vienna,186,208,405,trump,0.459259259259259,0.51358024691358
Maine,Vinalhaven,531,287,837,biden,0.634408602150538,0.342891278375149
Maine,Wade,53,79,142,trump,0.373239436619718,0.556338028169014
Maine,Waite,0,0,0,,,
Maine,Waldo,233,340,593,trump,0.3929173693086,0.573355817875211
Maine,Waldoboro,1294,1568,2934,trump,0.441036128152693,0.534423994546694
Maine,Wales,275,616,915,trump,0.300546448087432,0.673224043715847
Maine,Wallagrass,153,134,291,biden,0.525773195876289,0.460481099656357
Maine,Waltham,0,0,0,,,
Maine,Warren,918,1258,2253,trump,0.40745672436751,0.558366622281403
Maine,Washburn,278,518,820,trump,0.339024390243902,0.631707317073171
Maine,Washington,415,540,988,trump,0.42004048582996,0.546558704453441
Maine,Washington Cty Townships,0,0,0,,,
Maine,Waterboro,1861,2471,4478,trump,0.415587315765967,0.551808843233586
Maine,Waterford,452,557,1038,trump,0.435452793834297,0.536608863198459
Maine,Waterville,4991,2619,7901,biden,0.631692190861916,0.331477028224275
Maine,Wayne,506,343,869,biden,0.582278481012658,0.394706559263521
Maine,Webster Plt.,0,0,0,,,
Maine,Weld,149,144,299,biden,0.498327759197324,0.481605351170569
Maine,Wellington,0,0,0,,,
Maine,Wells,4465,3333,7975,biden,0.55987460815047,0.417931034482759
Maine,Wesley,0,0,0,,,
Maine,West Bath,737,629,1392,biden,0.529454022988506,0.451867816091954
Maine,West Forks Plt.,0,0,0,,,
Maine,West Gardiner,1000,1317,2380,trump,0.420168067226891,0.553361344537815
Maine,West Paris,372,552,957,trump,0.38871473354232,0.576802507836991
Maine,Westbrook,7359,3579,11318,biden,0.650203216115922,0.31622194734052
Maine,Westfield,92,174,267,trump,0.344569288389513,0.651685393258427
Maine,Westmanland,0,0,0,,,
Maine,Weston,55,125,182,trump,0.302197802197802,0.686813186813187
Maine,Westport,303,231,551,biden,0.549909255898367,0.41923774954628
Maine,Whitefield,688,753,1483,trump,0.463924477410654,0.507754551584626
Maine,Whiting,0,0,0,,,
Maine,Whitneyville,0,0,0,,,
Maine,Willimantic,0,0,0,,,
Maine,Wilton,973,1113,2177,trump,0.446945337620579,0.511254019292605
Maine,Windham,5780,5276,11436,biden,0.505421476040574,0.461350122420427
Maine,Windsor,477,899,1438,trump,0.331710709318498,0.625173852573018
Maine,Winn,60,145,207,trump,0.289855072463768,0.70048309178744
Maine,Winslow,2184,2360,4679,trump,0.466766403077581,0.504381278050866
Maine,Winter Harbor,145,179,329,trump,0.440729483282675,0.544072948328267
Maine,Winterport,1032,1238,2326,trump,0.443680137575236,0.532244196044712
Maine,Winterville Plt.,49,72,125,trump,0.392,0.576
Maine,Winthrop,1963,1649,3737,biden,0.525287663901525,0.441263045223441
Maine,Wiscasset,1114,1112,2313,biden,0.481625594466061,0.480760916558582
Maine,Woodland,239,409,662,trump,0.361027190332326,0.617824773413897
Maine,Woodstock,368,534,918,trump,0.400871459694989,0.581699346405229
Maine,Woodville,0,0,0,,,
Maine,Woolwich,1038,1062,2153,trump,0.482117974918718,0.493265211333024
Maine,Yarmouth,4785,1439,6358,biden,0.752595155709343,0.226329034287512
Maine,York,6117,3352,9658,biden,0.633360944294885,0.347069786705322
Maryland,Allegany County,9158,20886,30511,trump,0.300154042804235,0.684540001966504
Maryland,Anne Arundel County,172823,127821,306924,biden,0.563080762664373,0.416458145990538
Maryland,Baltimore County,257948,146072,411291,biden,0.62716665329414,0.355154866019436
Maryland,Baltimore city,207260,25374,236189,biden,0.877517581259076,0.107430913378692
Maryland,Calvert County,22587,25346,48832,trump,0.46254505242464,0.519044888597641
Maryland,Caroline County,5095,10283,15729,trump,0.323923962108208,0.65376056964842
Maryland,Carroll County,36456,60218,99408,trump,0.366731047802994,0.605766135522292
Maryland,Cecil County,16809,29439,47273,trump,0.355572948617604,0.622744484166437
Maryland,Charles County,62171,25579,89063,biden,0.698056431963891,0.28720119465996
Maryland,Dorchester County,6857,8764,15934,trump,0.430337642776453,0.550018827664114
Maryland,Frederick County,77675,63682,144568,biden,0.53729041004925,0.440498588899341
Maryland,Garrett County,3281,12002,15579,trump,0.210604018229668,0.770396045959304
Maryland,Harford County,63095,80930,147221,trump,0.428573369288349,0.549717771241874
Maryland,Howard County,129433,48390,181324,biden,0.713821667291699,0.266870353621142
Maryland,Kent County,5329,5195,10740,biden,0.496182495344507,0.483705772811918
Maryland,Montgomery County,405401,97950,511690,biden,0.792278528015009,0.191424495299889
Maryland,Prince George's County,379208,37090,422851,biden,0.896788703349407,0.0877141120631144
Maryland,Queen Anne's County,10709,18741,30079,trump,0.356029123308621,0.62305927723661
Maryland,Somerset County,4241,5739,10117,trump,0.419195413660176,0.567263022635168
Maryland,St. Mary's County,23138,30826,55339,trump,0.418113807622111,0.557039339344766
Maryland,Talbot County,11062,10946,22400,biden,0.493839285714286,0.488660714285714
Maryland,Washington County,26044,40224,67510,trump,0.385779884461561,0.595822841060584
Maryland,Wicomico County,22054,22944,45975,trump,0.479695486677542,0.49905383360522
Maryland,Worcester County,12560,18571,31567,trump,0.39788386606266,0.58830424177147
Massachusetts,Abington,5127,4188,9550,biden,0.536858638743456,0.438534031413613
Massachusetts,Acton,10793,2399,13533,biden,0.797531958915244,0.177270376117638
Massachusetts,Acushnet,2550,3193,5841,trump,0.436569080636877,0.546652970381784
Massachusetts,Adams,2894,1429,4436,biden,0.65238954012624,0.322137060414788
Massachusetts,Agawam,7725,8021,16069,trump,0.480739311718215,0.499159873047483
Massachusetts,Alford,271,50,325,biden,0.833846153846154,0.153846153846154
Massachusetts,Amesbury,6692,3284,10254,biden,0.652623366491125,0.320265262336649
Massachusetts,Amherst,10234,849,11346,biden,0.901991891415477,0.0748281332628239
Massachusetts,Andover,13430,6395,20318,biden,0.660990254946353,0.314745545821439
Massachusetts,Aquinnah,311,34,354,biden,0.878531073446328,0.096045197740113
Massachusetts,Arlington,23024,4313,27872,biden,0.826061997703789,0.154743111366246
Massachusetts,Ashburnham,1982,1643,3751,biden,0.528392428685684,0.43801652892562
Massachusetts,Ashby,956,1009,2021,trump,0.473033151904998,0.499257793171697
Massachusetts,Ashfield,993,180,1218,biden,0.815270935960591,0.147783251231527
Massachusetts,Ashland,7254,2926,10430,biden,0.695493767976989,0.280536912751678
Massachusetts,Athol,2653,2552,5410,biden,0.490388170055453,0.471719038817006
Massachusetts,Attleboro,13408,9127,23147,biden,0.579254331014818,0.394305957575496
Massachusetts,Auburn,5547,4260,10086,biden,0.549970255800119,0.422367638310529
Massachusetts,Avon,1599,1030,2695,biden,0.593320964749536,0.382189239332096
Massachusetts,Ayer,2924,1534,4614,biden,0.633723450368444,0.332466406588643
Massachusetts,Barnstable,16490,11436,28426,biden,0.580102722859354,0.402307746429325
Massachusetts,Barre,1528,1524,3163,biden,0.483085678153652,0.481821055959532
Massachusetts,Becket,758,411,1194,biden,0.634840871021776,0.344221105527638
Massachusetts,Bedford,6065,2183,8465,biden,0.716479621972829,0.257885410513881
Massachusetts,Belchertown,5728,3379,9352,biden,0.612489307100086,0.361313088109495
Massachusetts,Bellingham,5165,4383,9821,biden,0.525913858059261,0.446288565319214
Massachusetts,Belmont,11605,2920,14939,biden,0.77682575808287,0.195461543610683
Massachusetts,Berkley,1744,2244,4068,trump,0.428711897738446,0.551622418879056
Massachusetts,Berlin,1366,815,2254,biden,0.60603371783496,0.361579414374445
Massachusetts,Bernardston,915,422,1373,biden,0.666423889293518,0.307356154406409
Massachusetts,Beverly,16380,7057,24067,biden,0.680599991689866,0.293223085552832
Massachusetts,Billerica,12917,10532,23989,biden,0.538455125265747,0.439034557505523
Massachusetts,Blackstone,2381,2485,4989,trump,0.477249949889757,0.498095810783724
Massachusetts,Blandford,307,455,776,trump,0.395618556701031,0.586340206185567
Massachusetts,Bolton,2484,1124,3725,biden,0.666845637583893,0.301744966442953
Massachusetts,Boston,225368,42707,273133,biden,0.825121827095225,0.156359722186627
Massachusetts,Bourne,5988,5026,11269,biden,0.531369243056172,0.446002307214482
Massachusetts,Boxborough,2516,784,3390,biden,0.742182890855457,0.231268436578171
Massachusetts,Boxford,3056,2235,5442,biden,0.561558250643146,0.410694597574421
Massachusetts,Boylston,1876,1314,3291,biden,0.570039501671225,0.399270738377393
Massachusetts,Braintree,12464,8680,21582,biden,0.577518302288945,0.402187007691595
Massachusetts,Brewster,4905,2334,7394,biden,0.663375710035164,0.315661347038139
Massachusetts,Bridgewater,7507,6467,14328,biden,0.52393914014517,0.451353992183138
Massachusetts,Brimfield,1063,1193,2314,trump,0.459377700950735,0.515557476231634
Massachusetts,Brockton,29475,8689,38712,biden,0.761391816491011,0.224452366191362
Massachusetts,Brookfield,944,1054,2051,trump,0.460263286201853,0.51389566065334
Massachusetts,Brookline,26046,3322,29755,biden,0.875348680893967,0.111645101663586
Massachusetts,Buckland,887,268,1189,biden,0.746005046257359,0.225399495374264
Massachusetts,Burlington,9314,5510,15152,biden,0.614704329461457,0.363648363252376
Massachusetts,Cambridge,45426,3248,49644,biden,0.915035049552816,0.0654258319232938
